Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,23/02/2018 04:37:05,18449,1,1,39.0,67.0,39.0,39.0,39.0,0.0,67.0,67.0,67.0,0.0,5745.5688655212,108.4069597268,18449.0,0.0,18449.0,18449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,54.2034798634,54.2034798634,39.0,67.0,48.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1.0,72.5,39.0,67.0,0,0,0,0,0,0,1,39,1,67,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:26:38,3132,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.5696041,3132.0,0.0,3132.0,3132.0,3132.0,3132.0,0.0,3132.0,3132.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,638.5696041,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,6,20/02/2018 01:15:49,727060,3,4,148.0,243.0,148.0,0.0,49.333333333333336,85.44783984006462,243.0,0.0,60.75,121.5,537.782301323137,9.627816136219844,121176.66666666669,296443.3127258341,726289.0,12.0,726545.0,363272.5,513382.8576652127,726289.0,256.0,726824.0,242274.6666666667,419425.931655797,726586.0,12.0,0,0,0,0,72,92,4.12620691552279,5.501609220697054,0.0,243.0,48.875,93.99306585366512,8834.69642857143,0,0,1,1,0,0,0,1,1.0,55.85714285714285,49.333333333333336,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
42506,6,16/02/2018 01:47:43,4221201,5,4,935.0,356.0,935.0,0.0,187.0,418.1447118,356.0,0.0,89.0,178.0,305.8371302,2.132094634,527650.125,1440658.251,4092553.0,8.0,4221201.0,1055300.25,2024950.901,4092561.0,25023.0,103897.0,34632.33333,36105.77068,72281.0,298.0,0,0,0,0,168,136,1.184497019,0.947597615,0.0,935.0,129.1,304.4654514,92699.21111,0,0,0,0,1,0,0,0,0.0,143.4444444,187.0,89.0,0,0,0,0,0,0,5,935,4,356,237,225,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,20/02/2018 04:30:08,1694,1,1,51.0,161.0,51.0,51.0,51.0,0.0,161.0,161.0,161.0,0.0,125147.57969303423,1180.637544273908,1694.0,0.0,1694.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,590.318772136954,590.318772136954,51.0,161.0,87.66666666666666,63.50852961085883,4033.333333333333,0,0,0,0,0,0,0,0,1.0,131.5,51.0,161.0,0,0,0,0,0,0,1,51,1,161,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,02/03/2018 09:08:20,374,1,1,38.0,54.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,245989.3048,5347.593583,374.0,0.0,374.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2673.796791,2673.796791,38.0,54.0,43.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1.0,65.0,38.0,54.0,0,0,0,0,0,0,1,38,1,54,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49362,6,21/02/2018 02:29:21,1773,5,2,935.0,310.0,935.0,0.0,187.0,418.1447118,310.0,0.0,155.0,219.2031022,702199.6616,3948.110547,295.5,416.0888126,1079.0,7.0,1773.0,443.25,629.3321195,1347.0,7.0,1079.0,1079.0,0.0,1079.0,1079.0,0,0,0,0,124,40,2820.078962,1128.031585,0.0,935.0,155.625,333.0748254,110938.8393,0,0,1,1,0,0,0,1,0.0,177.8571429,187.0,155.0,0,0,0,0,0,0,5,935,2,310,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:16:01,1970,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.228426,1970.0,0.0,1970.0,1970.0,1970.0,1970.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1015.228426,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53,17,20/02/2018 09:28:28,1906,1,1,30.0,132.0,30.0,30.0,30.0,0.0,132.0,132.0,132.0,0.0,84994.75341028332,1049.3179433368311,1906.0,0.0,1906.0,1906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,524.6589716684156,524.6589716684156,30.0,132.0,64.0,58.88972745734183,3468.0,0,0,0,0,0,0,0,0,1.0,96.0,30.0,132.0,0,0,0,0,0,0,1,30,1,132,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:17:48,10047,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0643973,10047.0,0.0,10047.0,10047.0,10047.0,10047.0,0.0,10047.0,10047.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,199.0643973,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,6,20/02/2018 11:14:55,1197331,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,821.8278822,5.84633656,199555.1667,488649.1277,1197006.0,3.0,303.0,151.5,170.4127343,272.0,31.0,1197327.0,399109.0,690999.0861,1197006.0,19.0,0,0,0,0,72,92,2.505572812,3.340763749,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
443,6,14/02/2018 10:10:22,173971,6,18,838.0,16656.0,437.0,0.0,139.6666666667,175.8939074177,1460.0,0.0,925.3333333333,693.9426150203,100556.989383288,137.9540268206,7563.9565217391,15128.5591619363,67057.0,0.0,89040.0,17808.0,10351.88898221,27048.0,262.0,156321.0,9195.3529411765,17751.0288326521,67057.0,0.0,0,0,0,0,132,368,34.4885067051,103.4655201154,0.0,1460.0,699.76,696.0885527958,484539.273333333,0,0,0,1,0,0,0,0,3.0,728.9166666667,139.6666666667,925.3333333333,0,0,0,0,0,0,6,838,18,16656,8192,64240,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,23/02/2018 09:54:20,635,1,1,31.0,95.0,31.0,31.0,31.0,0.0,95.0,95.0,95.0,0.0,198425.196850394,3149.6062992126,635.0,0.0,635.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1574.8031496063,1574.8031496063,31.0,95.0,52.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1.0,78.5,31.0,95.0,0,0,0,0,0,0,1,31,1,95,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:13:00,57281,3,4,311.0,935.0,311.0,0.0,103.6666667,179.5559337,935.0,0.0,233.75,467.5,21752.41354,122.2045705,9546.833333,17462.18694,43500.0,3.0,13758.0,6879.0,9198.04501,13383.0,375.0,57276.0,19092.0,22225.71196,43500.0,20.0,0,0,0,0,72,92,52.37338734,69.83118311,0.0,935.0,155.75,333.1412184,110983.0714,0,0,1,1,0,0,0,1,1.0,178.0,103.6666667,233.75,0,0,0,0,0,0,3,311,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53,17,20/02/2018 11:23:02,19033,1,1,34.0,126.0,34.0,34.0,34.0,0.0,126.0,126.0,126.0,0.0,8406.451951873061,105.08064939841329,19033.0,0.0,19033.0,19033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,52.54032469920664,52.54032469920664,34.0,126.0,64.66666666666667,53.11622476544557,2821.333333333333,0,0,0,0,0,0,0,0,1.0,97.0,34.0,126.0,0,0,0,0,0,0,1,34,1,126,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,20/02/2018 04:32:39,106,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18867.924528301886,106.0,0.0,106.0,106.0,106.0,106.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,18867.924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2239,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,20/02/2018 09:17:13,208,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.45918441321721,0.0,0.0,0.0,0.0,370192.3076923077,14423.076923076924,104.0,123.03657992645928,191.0,17.0,208.0,104.0,123.03657992645928,191.0,17.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,14423.076923076924,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.666666666666668,0.0,0,0,0,0,0,0,3,77,0,0,253,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,20/02/2018 05:19:37,818,4,3,161.0,488.0,161.0,0.0,40.25,80.5,488.0,0.0,162.66666666666666,281.7469313645374,793398.5330073349,8557.457212713936,136.33333333333331,67.51197424654879,207.0,33.0,818.0,272.6666666666667,190.69434531032465,485.0,116.0,542.0,271.0,90.50966799187808,335.0,207.0,0,0,0,0,92,72,4889.975550122249,3667.481662591687,0.0,488.0,81.125,173.78758586274222,30202.125,0,0,0,1,0,0,0,0,0.0,92.71428571428572,40.25,162.66666666666666,0,0,0,0,0,0,4,161,3,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 10:34:48,63241829,16,24,321.0,8406.0,189.0,0.0,20.0625,54.87132676,1460.0,0.0,350.25,499.6783531,137.9941115,0.632492776,1621585.359,3638578.607,10000000.0,9.0,63200000.0,4216121.933,4948986.312,10000000.0,252.0,63200000.0,2749114.478,4450825.032,10000000.0,24.0,0,0,0,0,332,564,0.252997111,0.379495666,0.0,1460.0,212.8536585,414.753997,172020.878,0,0,0,1,0,0,0,0,1.0,218.175,20.0625,350.25,0,0,0,0,0,0,16,321,24,8406,8192,332,8,20,516855.1667,1215443.161,2997800.0,11788.0,9996304.333,27387.97579,10000000.0,9941685.0,Benign
443,6,20/02/2018 12:39:18,1495869,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.011046421845763,299173.8,191007.1920562155,512002.0,159599.0,1336211.0,668105.5,5264.409985933847,671828.0,664383.0,1336270.0,668135.0,4985.10280736516,671660.0,664610.0,0,0,0,0,92,60,2.005523210922881,2.005523210922881,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,20/02/2018 09:29:10,968,3,4,148.0,243.0,148.0,0.0,49.333333333333336,85.44783984006462,243.0,0.0,60.75,121.5,403925.6198347107,7231.404958677685,161.33333333333334,99.30088955627068,288.0,33.0,463.0,231.5,79.90306627407988,288.0,175.0,736.0,245.3333333333333,194.54134093640184,415.0,33.0,0,0,0,0,72,92,3099.1735537190084,4132.231404958678,0.0,243.0,48.875,93.99306585366512,8834.69642857143,0,0,0,1,0,0,0,0,1.0,55.85714285714285,49.333333333333336,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,20/02/2018 01:06:16,63804,9,7,557.0,3773.0,206.0,0.0,61.8888888888889,88.3437100823319,1460.0,0.0,539.0,655.4329358014695,67864.08375650429,250.76797692934613,4253.599999999999,6466.035943959129,16515.0,1.0,63804.0,7975.5,7652.561009230832,18320.0,18.0,47116.0,7852.666666666667,12047.345112790066,28495.0,1.0,0,0,0,0,192,152,141.0569870227572,109.71098990658894,0.0,1460.0,254.7058823529412,474.6863128300998,225327.09558823533,0,0,1,1,0,0,0,1,0.0,270.625,61.888888888888886,539.0,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
54150,6,14/02/2018 10:17:11,41,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48780.4878048781,41.0,0.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,48780.4878048781,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,02/03/2018 04:51:07,772,1,1,44.0,72.0,44.0,44.0,44.0,0.0,72.0,72.0,72.0,0.0,150259.0674,2590.673575,772.0,0.0,772.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1295.336788,1295.336788,44.0,72.0,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1.0,80.0,44.0,72.0,0,0,0,0,0,0,1,44,1,72,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,20/02/2018 11:05:21,1709762,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,575.5186979,4.094137079,284960.3333,697772.7718,1709283.0,4.0,459.0,229.5,283.5498193,430.0,29.0,1709756.0,569918.6667,986718.4815,1709283.0,16.0,0,0,0,0,72,92,1.754630177,2.339506902,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
20294,6,20/02/2018 09:10:47,265325,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.306887779138792,132662.5,187569.2660978872,265294.0,31.0,31.0,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,7.537925186092528,3.768962593046264,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,256,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,16/02/2018 01:46:45,5463071,6,5,340.0,935.0,340.0,0.0,56.66666667,138.8044188,935.0,0.0,187.0,418.1447118,233.385215,2.013519502,546307.1,1385632.607,4382069.0,4.0,5459991.0,1091998.2,1890935.404,4382076.0,2523.0,5463064.0,1365766.0,2697425.496,5411856.0,5812.0,0,0,0,0,208,168,1.098283365,0.915236137,0.0,935.0,106.25,278.6911373,77668.75,0,0,0,0,1,1,0,0,0.0,115.9090909,56.66666667,187.0,0,0,0,0,0,0,6,340,5,935,225,237,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
3389,6,20/02/2018 03:20:16,18538226,11,10,1148.0,1581.0,677.0,0.0,104.36363636363636,202.2944748268092,1173.0,0.0,158.1,367.73071367208064,147.20933923235157,1.1327944755879014,926911.3,1762664.915288693,6095382.0,43.0,18538226.0,1853822.6000000003,2377192.5132110124,6346261.0,172.0,18311326.0,2034591.777777778,2233988.2628996046,6095382.0,204194.0,0,0,0,0,232,212,0.5933685348317579,0.5394259407561435,0.0,1173.0,124.04545454545452,280.94305087597,78928.99783549785,0,0,1,1,0,0,0,1,0.0,129.95238095238096,104.36363636363636,158.1,0,0,0,0,0,0,11,1148,10,1581,8192,62852,5,20,1285103.0,1462869.5799865413,2319508.0,250698.0,5595418.0,707055.8694983021,6095382.0,5095454.0,Benign
50437,6,23/02/2018 11:41:02,17349,3,0,31.0,0.0,31.0,0.0,10.3333333333,17.8978583449,0.0,0.0,0.0,0.0,1786.8465041213,172.9206294311,8674.5,12267.5955468054,17349.0,0.0,17349.0,8674.5,12267.5955468054,17349.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,172.9206294311,0.0,0.0,31.0,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0.0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,66,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,20/02/2018 01:39:46,848,1,1,31.0,47.0,31.0,31.0,31.0,0.0,47.0,47.0,47.0,0.0,91981.1320754717,2358.490566037736,848.0,0.0,848.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1179.245283018868,1179.245283018868,31.0,47.0,36.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,54.5,31.0,47.0,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:11:52,10605,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.5902876,10605.0,0.0,10605.0,10605.0,10605.0,10605.0,0.0,10605.0,10605.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,188.5902876,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
443,6,02/03/2018 12:02:45,208700,8,6,355.0,4514.0,198.0,0.0,44.375,75.86442324,1460.0,0.0,752.3333333,776.7526419,23330.13896,67.08193579,16053.84615,29304.69345,79927.0,1.0,208700.0,29814.28571,38547.57668,86229.0,30.0,86462.0,17292.4,33524.23123,76800.0,1.0,0,0,0,0,172,132,38.33253474,28.74940105,0.0,1460.0,324.6,590.9024333,349165.6857,0,0,0,1,0,0,0,0,0.0,347.7857143,44.375,752.3333333,0,0,0,0,0,0,8,355,6,4514,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:28:40,1742,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.105626,1742.0,0.0,1742.0,1742.0,1742.0,1742.0,0.0,1742.0,1742.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1148.105626,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
51539,6,15/02/2018 01:21:19,98,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20408.1632653061,98.0,0.0,98.0,98.0,98.0,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,20408.1632653061,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,20/02/2018 12:51:37,260,1,1,50.0,66.0,50.0,50.0,50.0,0.0,66.0,66.0,66.0,0.0,446153.8461538462,7692.307692307693,260.0,0.0,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3846.153846153847,3846.153846153847,50.0,66.0,55.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,83.0,50.0,66.0,0,0,0,0,0,0,1,50,1,66,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49710,6,20/02/2018 08:28:47,94320,2,1,38.0,0.0,38.0,0.0,19.0,26.87005768508881,0.0,0.0,0.0,0.0,402.8837998303647,31.806615776081426,47160.0,66667.44154383008,94301.0,19.0,94320.0,94320.0,0.0,94320.0,94320.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,21.20441051738761,10.602205258693807,0.0,38.0,19.0,21.939310229205777,481.3333333333333,0,1,0,0,1,0,0,0,0.0,25.33333333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,22/02/2018 02:38:54,61218230,16,15,704.0,5349.0,378.0,0.0,44.0,105.0161892281,1460.0,0.0,356.6,575.9296584033,98.8757760556,0.5063851078,2040607.66666667,4045944.01182117,10010139.0,10.0,61218230.0,4081215.33333333,5047435.9827298,10078266.0,280.0,61146961.0,4367640.07142857,5131418.37473492,10078414.0,17.0,0,0,0,0,332,304,0.2613600557,0.2450250522,0.0,1460.0,189.15625,425.1232162467,180729.748991935,0,0,0,1,0,0,0,0,0.0,195.2580645161,44.0,356.6,0,0,0,0,0,0,16,704,15,5349,8192,31088,9,20,156905.5,217296.94201783,600461.0,68098.0,9995721.33333333,34299.1169138021,10010139.0,9925710.0,Benign
443,6,28/02/2018 12:08:35,10462596,6,8,718.0,3695.0,388.0,0.0,119.6666667,160.8983116,1460.0,0.0,461.875,652.749446,421.7882445,1.338100028,804815.0769,2857368.058,10300000.0,0.0,69969.0,13993.8,12121.44324,23376.0,246.0,10400000.0,1491547.429,3890626.151,10300000.0,0.0,0,0,0,0,132,172,0.573471441,0.764628587,0.0,1460.0,294.2,507.5331376,257589.8857,0,0,1,1,0,0,0,1,1.0,315.2142857,119.6666667,461.875,0,0,0,0,0,0,6,718,8,3695,8192,7474,3,20,148167.0,0.0,148167.0,148167.0,10300000.0,0.0,10300000.0,10300000.0,Benign
3389,6,22/02/2018 11:07:47,4016960,14,8,1437.0,1731.0,725.0,0.0,102.6428571429,191.0680938396,1179.0,0.0,216.375,405.4647906151,788.6560981439,5.4767784593,191283.80952381,265375.337156944,953130.0,74.0,4016960.0,308996.923076923,352141.541902178,1229290.0,3530.0,3959176.0,565596.571428571,363521.119311683,953130.0,106776.0,0,0,0,0,292,172,3.4852226559,1.9915558034,0.0,1179.0,137.7391304348,278.8848275464,77776.7470355731,0,0,1,1,0,0,0,1,0.0,144.0,102.6428571429,216.375,0,0,0,0,0,0,14,1437,8,1731,8192,62648,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,28/02/2018 03:35:43,4039012,11,7,1148.0,1581.0,677.0,0.0,104.3636363636,202.2944748268,1173.0,0.0,225.8571428571,430.0986044197,675.6602852381,4.4565354101,237588.941176471,617818.463967619,2470147.0,3.0,4039012.0,403901.2,790988.466337012,2470147.0,3.0,3990655.0,665109.166666667,990754.780777245,2564705.0,27496.0,0,0,0,0,232,152,2.7234383062,1.7330971039,0.0,1173.0,143.6315789474,298.5202785828,89114.3567251462,0,0,1,1,0,0,0,1,0.0,151.6111111111,104.3636363636,225.8571428571,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,14/02/2018 02:58:42,309121,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9399167316,103040.333333333,178402.680709493,309042.0,1.0,309121.0,154560.5,218580.141093604,309120.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,68,28,9.7049375487,3.2349791829,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
22,6,14/02/2018 02:54:53,427556,22,22,1912.0,2665.0,640.0,0.0,86.9090909091,137.6880217811,976.0,0.0,121.1363636364,258.6415602914,10705.0304521513,102.910495935,9943.1627906977,28156.6736730391,154928.0,5.0,427515.0,20357.8571428571,44955.25275236,192060.0,197.0,427549.0,20359.4761904762,44371.12932935,154933.0,12.0,0,0,0,0,712,712,51.4552479675,51.4552479675,0.0,976.0,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1.0,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brute Force
80,6,20/02/2018 10:19:34,6322761,4,4,97.0,231.0,97.0,0.0,24.25,48.5,231.0,0.0,57.75,115.5,51.87607122900897,1.2652700299758286,903251.5714285716,2383108.4151808857,6307620.0,13.0,15141.0,5047.0,8485.783640890215,14845.0,59.0,6322537.0,2107512.333333333,3649887.158265216,6322039.0,243.0,0,0,0,0,92,92,0.6326350149879143,0.6326350149879143,0.0,231.0,36.44444444444444,79.6996096463325,6352.027777777778,0,0,1,1,0,0,0,1,1.0,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
